SiteId,Treatment,N applied,N applications,N type,StartYr,EndYr,Annual.n2o,cumulative.n2o,Cumulative.start,Cumulative.end,crop.n2o,crop,Sample.method,Sample.number,sample.period,StartDate,EndDate,gapfilling.method,gapfilling.method.notes
AC0111_Oxfordshire,Control,0,NA,NA,2010,NA,0.121959997,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Oxfordshire,Control,0,NA,NA,2011,NA,0.121959997,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Oxfordshire,Control,0,NA,NA,2010,NA,0.121959997,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Oxfordshire,Control,0,NA,NA,2011,NA,0.121959997,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Oxfordshire,Control,0,NA,NA,2010,NA,0.121959997,NA,NA,NA,NA,Winter oilseed rape,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0111_Oxfordshire,Control,0,NA,NA,2011,NA,0.121959997,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Bedfordshire,Ammonium nitrate 120 kg N ha,120,NA,NA,2011,NA,1.108545176,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Bedfordshire,Ammonium nitrate 160 kg N ha and dicyandiamide 20 kg N ha,180,NA,NA,2011,NA,1.036434257,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Bedfordshire,Ammonium nitrate 180 kg N ha,180,NA,NA,2011,NA,1.436641524,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Bedfordshire,Ammonium nitrate 240 kg N ha,240,NA,NA,2011,NA,1.288784663,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Bedfordshire,Ammonium nitrate 300 kg N ha,300,NA,NA,2011,NA,1.807469454,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Bedfordshire,Ammonium nitrate 60 kg N ha,60,NA,NA,2011,NA,1.236014609,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Bedfordshire,Control,0,NA,NA,2011,NA,0.765812525,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Bedfordshire,Dicyandiamide 20 kg N ha,20,NA,NA,2011,NA,0.726438621,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Bedfordshire,Urea 160 kg N ha and dicyandiamide 20 kg N ha,180,NA,NA,2011,NA,1.036352355,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Bedfordshire,Urea 180 kg N ha,180,NA,NA,2011,NA,1.194467295,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Ammonium nitrate 160 kg N ha,160,NA,NA,2013,NA,1.374650974,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Ammonium nitrate 240 kg N ha,240,NA,NA,2013,NA,1.76780106,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Ammonium nitrate 294 kg N ha and dicyandiamide 26 kg N ha,320,NA,NA,2013,NA,1.555194472,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Ammonium nitrate 320 kg N ha,320,NA,NA,2013,NA,2.968534117,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Ammonium nitrate 400 kg N ha,400,NA,NA,2013,NA,3.159412388,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Ammonium nitrate 80 kg N ha,80,NA,NA,2013,NA,0.951346915,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Cattle FYM,126.5,NA,NA,2011,NA,1.280554646,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Cattle FYM,126.5,NA,NA,2012,NA,1.280554646,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Cattle slurry,45.5,NA,NA,2012,NA,1.006265426,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Cattle slurry,45.5,NA,NA,2012,NA,1.006265426,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Cattle slurry,45.5,NA,NA,2011,NA,1.006265426,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Cattle slurry,45.5,NA,NA,2011,NA,1.006265426,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Cattle slurry + DCD,52,NA,NA,2012,NA,0.998336908,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Cattle slurry + DCD,52,NA,NA,2011,NA,0.998336908,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Cattle slurry + DCD,52,NA,NA,2011,NA,0.998336908,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Cattle slurry + DCD,52,NA,NA,2012,NA,0.998336908,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Control,0,NA,NA,2013,NA,0.526108274,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Control,0,NA,NA,2013,NA,0.526108274,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Control,0,NA,NA,2011,NA,0.526108274,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Control,0,NA,NA,2013,NA,0.526108274,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Control,0,NA,NA,2012,NA,0.526108274,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Dicyandiamide 26 kg N ha,26,NA,NA,2013,NA,0.525140611,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Dung,819.3333333,NA,NA,2013,NA,3.125342495,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Dung,819.3333333,NA,NA,2013,NA,3.125342495,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Dung,819.3333333,NA,NA,2013,NA,3.125342495,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Synthetic urine,500.3333333,NA,NA,2013,NA,2.828284302,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Synthetic urine,500.3333333,NA,NA,2013,NA,2.828284302,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Synthetic urine,500.3333333,NA,NA,2013,NA,2.828284302,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Urea 294 kg N ha and dicyandiamide 26 kg N ha,320,NA,NA,2013,NA,0.464900077,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Urea 320 kg N ha,320,NA,NA,2013,NA,2.061269636,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Urine,546,NA,NA,2013,NA,3.232991048,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Urine,546,NA,NA,2013,NA,3.232991048,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Urine,546,NA,NA,2013,NA,3.232991048,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Urine and dicyandiamide,553,NA,NA,2013,NA,1.438735776,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Urine and dicyandiamide,553,NA,NA,2013,NA,1.438735776,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Ceredigion,Urine and dicyandiamide,553,NA,NA,2013,NA,1.438735776,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Calcium ammonium nitrate 160 kg N ha,160,NA,NA,2011,NA,1.133333333,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Calcium ammonium nitrate 240 kg N ha,240,NA,NA,2011,NA,1.743333333,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Calcium ammonium nitrate 320 kg N ha,320,NA,NA,2011,NA,1.611666667,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Calcium ammonium nitrate 320 kg N ha and dicyandiamide 26 kg N ha,346,NA,NA,2011,NA,1.893333333,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Calcium ammonium nitrate 400 kg N ha,400,NA,NA,2011,NA,2.813333333,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Calcium ammonium nitrate 80 kg N ha,80,NA,NA,2011,NA,0.716666667,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Cattle slurry,74,NA,NA,2012,NA,0.750168968,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Cattle slurry,74,NA,NA,2012,NA,0.750168968,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Cattle slurry,74,NA,NA,2013,NA,0.750168968,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Cattle slurry,74,NA,NA,2013,NA,0.750168968,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Cattle slurry + DCD,81,NA,NA,2013,NA,0.48760819,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Cattle slurry + DCD,81,NA,NA,2012,NA,0.48760819,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Cattle slurry + DCD,81,NA,NA,2013,NA,0.48760819,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Cattle slurry + DCD,81,NA,NA,2012,NA,0.48760819,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Control,0,NA,NA,2012,NA,0.245897366,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Control,0,NA,NA,2012,NA,0.245897366,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Control,0,NA,NA,2012,NA,0.245897366,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Control,0,NA,NA,2011,NA,0.245897366,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Control,0,NA,NA,2013,NA,0.245897366,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Control,0,NA,NA,2012,NA,0.245897366,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Dicyandiamide 26 kg N ha,20,NA,NA,2011,NA,0.183333333,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Dung,988,NA,NA,2012,NA,1.404699446,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Dung,988,NA,NA,2012,NA,1.404699446,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Dung,988,NA,NA,2012,NA,1.404699446,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Synthetic urine,505.3333333,NA,NA,2012,NA,4.500157403,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Synthetic urine,505.3333333,NA,NA,2012,NA,4.500157403,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Synthetic urine,505.3333333,NA,NA,2012,NA,4.500157403,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Urea 320 kg N ha,320,NA,NA,2011,NA,1.173333333,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Urea 320 kg N ha and dicyandiamide 26 kg N ha,346,NA,NA,2011,NA,0.306666667,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Urea and Agrotain 320 kg N ha,320,NA,NA,2011,NA,1.58,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Urea and Agrotain 320 kg N ha and DCD 26 kg N ha,346,NA,NA,2011,NA,0.356666667,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Urine,374.6666667,NA,NA,2012,NA,2.098181793,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Urine,374.6666667,NA,NA,2012,NA,2.098181793,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Urine,374.6666667,NA,NA,2012,NA,2.098181793,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Urine and dicyandiamide,374.6666667,NA,NA,2012,NA,1.05800244,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Urine and dicyandiamide,374.6666667,NA,NA,2012,NA,1.05800244,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_County Down,Urine and dicyandiamide,374.6666667,NA,NA,2012,NA,1.05800244,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Ammonium nitrate 160 kg N ha,160,NA,NA,2013,NA,3.142256552,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Ammonium nitrate 240 kg N ha,240,NA,NA,2013,NA,4.33212974,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Ammonium nitrate 294 kg N ha and dicyandiamide 26 kg N ha,320,NA,NA,2013,NA,7.130976704,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Ammonium nitrate 320 kg N ha,320,NA,NA,2013,NA,9.593272495,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Ammonium nitrate 400 kg N ha,400,NA,NA,2013,NA,12.53673919,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Ammonium nitrate 80 kg N ha,80,NA,NA,2013,NA,2.701640979,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Cattle FYM,128.45,NA,NA,2011,NA,0.876569946,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Cattle FYM,128.45,NA,NA,2012,NA,0.876569946,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Cattle slurry,66.20833333,NA,NA,2011,NA,0.669240697,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Cattle slurry,66.20833333,NA,NA,2012,NA,0.669240697,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Cattle slurry,66.20833333,NA,NA,2012,NA,0.669240697,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Cattle slurry,66.20833333,NA,NA,2011,NA,0.669240697,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Cattle slurry + DCD,75.35,NA,NA,2011,NA,0.524513554,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Cattle slurry + DCD,75.35,NA,NA,2011,NA,0.524513554,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Cattle slurry + DCD,75.35,NA,NA,2012,NA,0.524513554,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Cattle slurry + DCD,75.35,NA,NA,2012,NA,0.524513554,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Control,0,NA,NA,2013,NA,0.672949651,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Control,0,NA,NA,2012,NA,0.672949651,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Control,0,NA,NA,2012,NA,0.672949651,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Control,0,NA,NA,2012,NA,0.672949651,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Control,0,NA,NA,2011,NA,0.672949651,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Control,0,NA,NA,2012,NA,0.672949651,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Dung,769,NA,NA,2012,NA,2.189865631,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Dung,769,NA,NA,2012,NA,2.189865631,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Dung,769,NA,NA,2012,NA,2.189865631,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Synthetic urine,448,NA,NA,2012,NA,5.186606515,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Synthetic urine,448,NA,NA,2012,NA,5.186606515,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Synthetic urine,448,NA,NA,2012,NA,5.186606515,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Urea 294 kg N ha and dicyandiamide 26 kg N ha,320,NA,NA,2013,NA,2.022572079,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Urea 320 kg N ha,320,NA,NA,2013,NA,3.073923647,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Urine,423,NA,NA,2012,NA,5.655739893,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Urine,423,NA,NA,2012,NA,5.655739893,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Urine,423,NA,NA,2012,NA,5.655739893,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Urine and dicyandiamide,428.3333333,NA,NA,2012,NA,3.0200978,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Urine and dicyandiamide,428.3333333,NA,NA,2012,NA,3.0200978,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Devon,Urine and dicyandiamide,428.3333333,NA,NA,2012,NA,3.0200978,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Dumfries,Ammonium nitrate 160 kg N ha,160,NA,NA,2011,NA,3.15382476,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Dumfries,Ammonium nitrate 240 kg N ha,240,NA,NA,2011,NA,4.284306834,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Dumfries,Ammonium nitrate 294 kg N ha and dicyandiamide 26 kg N ha,320,NA,NA,2011,NA,4.533630538,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Dumfries,Ammonium nitrate 320 kg N ha,320,NA,NA,2011,NA,6.063810382,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Dumfries,Ammonium nitrate 400 kg N ha,400,NA,NA,2011,NA,8.314892937,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Dumfries,Ammonium nitrate 80 kg N ha,80,NA,NA,2011,NA,2.184026248,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Dumfries,Control,0,NA,NA,2012,NA,0.925225492,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Dumfries,Control,0,NA,NA,2012,NA,0.925225492,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Dumfries,Control,0,NA,NA,2011,NA,0.925225492,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Dumfries,Control,0,NA,NA,2012,NA,0.925225492,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Dumfries,Dicyandiamide 26 kg N ha,26,NA,NA,2011,NA,1.583723129,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Dumfries,Dung,806.6666667,NA,NA,2012,NA,1.897805765,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Dumfries,Dung,806.6666667,NA,NA,2012,NA,1.897805765,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Dumfries,Dung,806.6666667,NA,NA,2012,NA,1.897805765,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Dumfries,Synthetic urine,343.3333333,NA,NA,2012,NA,2.568847279,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Dumfries,Synthetic urine,343.3333333,NA,NA,2012,NA,2.568847279,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Dumfries,Synthetic urine,343.3333333,NA,NA,2012,NA,2.568847279,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Dumfries,Urea 294 kg N ha and dicyandiamide 26 kg N ha,320,NA,NA,2011,NA,3.260062627,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Dumfries,Urea 320 kg N ha,320,NA,NA,2011,NA,4.238441549,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Dumfries,Urine,445,NA,NA,2012,NA,3.103564403,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Dumfries,Urine,445,NA,NA,2012,NA,3.103564403,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Dumfries,Urine,445,NA,NA,2012,NA,3.103564403,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Dumfries,Urine and dicyandiamide,452,NA,NA,2012,NA,2.706141886,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Dumfries,Urine and dicyandiamide,452,NA,NA,2012,NA,2.706141886,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Dumfries,Urine and dicyandiamide,452,NA,NA,2012,NA,2.706141886,NA,NA,NA,NA,Grassland,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_East Lothian,Ammonium nitrate 107 kg N ha and dicyandiamide 13 kg N ha,120,NA,NA,2011,NA,2.060666454,NA,NA,NA,NA,Spring barley,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_East Lothian,Ammonium nitrate 120 kg N ha,120,NA,NA,2011,NA,3.087921165,NA,NA,NA,NA,Spring barley,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_East Lothian,Ammonium nitrate 160 kg N ha,160,NA,NA,2011,NA,3.136850002,NA,NA,NA,NA,Spring barley,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_East Lothian,Ammonium nitrate 200 kg N ha,200,NA,NA,2011,NA,3.690692964,NA,NA,NA,NA,Spring barley,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_East Lothian,Ammonium nitrate 40 kg N ha,40,NA,NA,2011,NA,1.907661952,NA,NA,NA,NA,Spring barley,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_East Lothian,Ammonium nitrate 80 kg N ha,80,NA,NA,2011,NA,1.79625415,NA,NA,NA,NA,Spring barley,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_East Lothian,Control,0,NA,NA,2011,NA,1.571709215,NA,NA,NA,NA,Spring barley,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_East Lothian,Urea 107 kg N ha and dicyandiamide 13 kg N ha,120,NA,NA,2011,NA,1.236623307,NA,NA,NA,NA,Spring barley,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_East Lothian,Urea 120 kg N ha,120,NA,NA,2011,NA,2.351045726,NA,NA,NA,NA,Spring barley,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Herefordshire,Ammonium nitrate  240 kg N ha,240,NA,NA,2011,NA,1.101981197,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
AC0116_Herefordshire,Ammonium nitrate 120 kg N ha,120,NA,NA,2011,NA,1.007879446,NA,NA,NA,NA,Winter wheat,chamber,NA,NA,NA,NA,trapezoidal,NA
